start,end,tournament,round,round_match_number,player1,player2,deck1,deck2,map,victor,victory,format,unknown_order,recorder,notes
2016-09-19,2016-09-20,RACE2,1,1,cstick,EricF,[Demonology]/Anarchy/Law,[Past]/Blood/Peace,,EricF,normal,forum,,charnel_mouse,Cstik
2016-09-19,2016-09-21,RACE2,1,2,zhavier,YoungBuck,[Fire]/Growth/Necromancy,PPA,,zhavier,normal,forum,,charnel_mouse,[Past]/Peace/Ancarchy
2016-09-21,2016-09-22,RACE2,2,1,EricF,zhavier,[Past]/Blood/Peace,[Fire]/Growth/Necromancy,,EricF,normal,forum,,charnel_mouse,
2016-09-22,2016-09-23,CAFS16,1,3,cstick,Drakona,[Demonology]/Anarchy/Law,[Blood/Fire]/Finesse,,cstick,normal,forum,,charnel_mouse,
2016-09-22,2016-09-25,CAFS16,1,1,PiHalbe,Barrelfish,MonoBlack,[Necromancy]/Blood/Growth,,Barrelfish,normal,forum,,charnel_mouse,
2016-09-22,2016-09-25,CAFS16,1,7,Zejety,Lettucemode,[Finesse]/Discipline/Strength,MonoGreen,,Zejety,normal,forum,,charnel_mouse,
2016-09-22,2016-09-25,CAFS16,1,8,Anemone,jasonwocky,MonoBlack,MonoPurple,,Anemone,normal,forum,,charnel_mouse,
2016-09-22,2016-09-26,CAFS16,1,5,bravo840,FrozenStorm,[Necromancy]/Blood/Ninjitsu,PPA,,FrozenStorm,normal,forum,,charnel_mouse,
2016-09-24,2016-09-27,CAFS16,1,4,Bomber678,EricF,[Feral]/Strength/Truth,PPA,,EricF,normal,forum,,charnel_mouse,
2016-09-22,2016-09-27,CAFS16,1,9,Pooh_Bear,PointyFinger,MonoBlack,MonoRed,,Pooh_Bear,normal,forum,,charnel_mouse,
2016-09-23,2016-09-28,CAFS16,1,10,Khel,Castanietzsche,[Feral]/Blood/Peace,MonoBlue,,Khel,normal,forum,,charnel_mouse,
2016-09-22,2016-09-29,CAFS16,1,6,StrixVaria,Swagmaster_Turtle,MonoRed,MonoWhite,,Swagmaster_Turtle,normal,forum,,charnel_mouse,
2016-09-22,2016-09-29,CAFS16,1,11,zhavier,CarpeGuitarrem,MonoGreen,MonoRed,,CarpeGuitarrem,normal,forum,,charnel_mouse,
2016-09-29,2016-09-30,CAFS16,2,4,EricF,cstick,PPA,[Demonology]/Anarchy/Law,,EricF,normal,forum,,charnel_mouse,
2016-09-29,2016-10-02,CAFS16,2,8,Drakona,zhavier,[Blood/Fire]/Finesse,MonoGreen,,zhavier,normal,forum,,charnel_mouse,Drakona drops after this round
2016-10-02,2016-10-02,CAFS16,2,10,PointyFinger,bravo840,MonoRed,[Necromancy]/Blood/Ninjitsu,,PointyFinger,normal,forum,,charnel_mouse,
2016-09-27,2016-10-03,CAFS16,1,2,Mooseknuckles,Marto,[Growth]/Necromancy/Strength,Crashbarrow.dec,,Marto,normal,forum,,charnel_mouse,
2016-09-29,2016-10-03,CAFS16,2,1,Marto,Khel,Crashbarrow.dec,[Feral]/Blood/Peace,,Marto,normal,forum,,charnel_mouse,
2016-09-29,2016-10-04,CAFS16,2,2,StrixVaria,Pooh_Bear,MonoRed,MonoBlack,,StrixVaria,normal,forum,,charnel_mouse,
2016-09-29,2016-10-05,CAFS16,2,5,CarpeGuitarrem,FrozenStorm,MonoRed,PPA,,FrozenStorm,normal,forum,,charnel_mouse,
2016-09-29,2016-10-05,CAFS16,2,7,Swagmaster_Turtle,Barrelfish,MonoWhite,[Necromancy]/Blood/Growth,,Swagmaster_Turtle,normal,forum,,charnel_mouse,
2016-10-03,2016-10-06,CAFS16,2,3,Mooseknuckles,Zejety,[Growth]/Necromancy/Strength,[Finesse]/Discipline/Strength,,Zejety,normal,forum,,charnel_mouse,
2016-09-29,2016-10-07,CAFS16,2,6,Anemone,Alhazard,MonoBlack,Crashbarrow.dec,,Anemone,normal,forum,,charnel_mouse,
2016-09-30,2016-10-07,CAFS16,2,9,jasonwocky,Castanietzsche,MonoPurple,MonoBlue,,Castanietzsche,normal,forum,,charnel_mouse,
2016-10-07,2016-10-07,CAFS16,3,8,PointyFinger,cstick,MonoRed,[Demonology]/Anarchy/Law,,cstick,normal,forum,,charnel_mouse,
2016-09-30,2016-10-08,CAFS16,2,11,PiHalbe,Bomber678,MonoBlack,[Feral]/Strength/Truth,,Bomber678,normal,forum,,charnel_mouse,
2016-10-06,2016-10-08,CAFS16,3,3,FrozenStorm,Anemone,PPA,MonoBlack,,Anemone,normal,forum,,charnel_mouse,
2016-10-06,2016-10-10,CAFS16,3,1,EricF,Marto,PPA,Crashbarrow.dec,,EricF,normal,forum,,charnel_mouse,
2016-10-09,2016-10-11,CAFS16,3,4,Alhazard,Barrelfish,Crashbarrow.dec,[Necromancy]/Blood/Growth,,Alhazard,normal,forum,,charnel_mouse,
2016-10-06,2016-10-11,CAFS16,3,5,zhavier,Pooh_Bear,MonoGreen,MonoBlack,,Pooh_Bear,normal,forum,,charnel_mouse,
2016-10-06,2016-10-12,CAFS16,3,2,Zejety,Swagmaster_Turtle,[Finesse]/Discipline/Strength,MonoWhite,,Zejety,normal,forum,,charnel_mouse,
2016-10-12,2016-10-12,CAFS16,3,10,bravo840,Mooseknuckles,[Necromancy]/Blood/Ninjitsu,[Growth]/Necromancy/Strength,,Mooseknuckles,timeout,forum,,charnel_mouse,Thread not started
2016-10-06,2016-10-13,CAFS16,3,9,Castanietzsche,StrixVaria,MonoBlue,MonoRed,,Castanietzsche,normal,forum,,charnel_mouse,
2016-10-12,2016-10-13,CAFS16,4,6,cstick,Lettucemode,[Demonology]/Anarchy/Law,MonoGreen,,cstick,normal,forum,,charnel_mouse,
2016-10-07,2016-10-15,CAFS16,3,7,Lettucemode,Khel,MonoGreen,[Feral]/Blood/Peace,,Lettucemode,normal,forum,,charnel_mouse,
2016-10-13,2016-10-15,CAFS16,4,1,Anemone,Zejety,MonoBlack,[Finesse]/Discipline/Strength,,Anemone,normal,forum,,charnel_mouse,
2016-10-13,2016-10-15,CAFS16,4,8,PointyFinger,StrixVaria,MonoRed,MonoRed,,StrixVaria,normal,forum,,charnel_mouse,
2016-10-13,2016-10-15,CAFS16,4,9,Barrelfish,Mooseknuckles,[Necromancy]/Blood/Growth,[Growth]/Necromancy/Strength,,Mooseknuckles,normal,forum,,charnel_mouse,
2016-10-13,2016-10-17,CAFS16,4,2,FrozenStorm,EricF,PPA,PPA,,EricF,normal,forum,,charnel_mouse,
2016-10-08,2016-10-18,CAFS16,3,6,Bomber678,CarpeGuitarrem,[Feral]/Strength/Truth,MonoRed,,CarpeGuitarrem,timeout,forum,,charnel_mouse,
2016-10-08,2016-10-18,CAFS16,3,11,jasonwocky,PiHalbe,MonoPurple,MonoBlack,,jasonwocky,normal,forum,,charnel_mouse,
2016-10-13,2016-10-18,CAFS16,4,3,Alhazard,Swagmaster_Turtle,Crashbarrow.dec,MonoWhite,,Alhazard,timeout,forum,,charnel_mouse,"Swagmaster_Turtle times out, then drops"
2016-10-13,2016-10-20,CAFS16,4,4,Marto,Pooh_Bear,Crashbarrow.dec,MonoBlack,,Marto,normal,forum,,charnel_mouse,
2016-10-19,2016-10-21,CAFS16,5,1,EricF,Anemone,PPA,MonoBlack,,EricF,normal,forum,,charnel_mouse,
2016-10-13,2016-10-24,CAFS16,4,7,Castanietzsche,CarpeGuitarrem,MonoBlue,MonoRed,,Castanietzsche,normal,forum,,charnel_mouse,
2016-10-18,2016-10-24,CAFS16,4,10,zhavier,jasonwocky,MonoGreen,MonoPurple,,zhavier,normal,forum,,charnel_mouse,
2016-10-21,2016-10-25,CAFS16,5,5,Pooh_Bear,FrozenStorm,MonoBlack,PPA,,FrozenStorm,normal,forum,,charnel_mouse,
2016-10-19,2016-10-25,CAFS16,5,6,Mooseknuckles,StrixVaria,[Growth]/Necromancy/Strength,MonoRed,,Mooseknuckles,normal,forum,,charnel_mouse,
2016-10-26,2016-10-26,CAFS16,5,3,Marto,cstick,Crashbarrow.dec,[Demonology]/Anarchy/Law,,Marto,normal,forum,,charnel_mouse,
2016-10-14,2016-10-27,CAFS16,4,5,Khel,Bomber678,[Feral]/Blood/Peace,[Feral]/Strength/Truth,,Khel,normal,forum,,charnel_mouse,
2016-10-24,2016-10-29,CAFS16,5,2,CarpeGuitarrem,Zejety,MonoRed,[Finesse]/Discipline/Strength,,Zejety,normal,forum,,charnel_mouse,
2016-10-22,2016-10-31,CAFS16,5,4,Alhazard,Castanietzsche,Crashbarrow.dec,MonoBlue,,Alhazard,normal,forum,,charnel_mouse,
2016-11-01,2016-11-02,RACE3,1,1,Marto,Bob199,MonoPurple,[Discipline]/Blood/Truth,,Marto,normal,forum,,charnel_mouse,
2016-11-01,2016-11-02,RACE3,1,25,Request,Anemone,MonoPurple,MonoBlack,,Anemone,normal,forum,,charnel_mouse,Link on the tournament thread contains a hash that should be removed
2016-11-01,2016-11-02,RACE3,1,32,cinder,Legion,MonoBlack,PPA,,Legion,normal,forum,,charnel_mouse,Link on the tournament thread gives Legion's deck as [Past]/Law/Anarchy instead of [Past]/Peace/Anarchy
2016-10-26,2016-11-03,CAFS16,5,7,Lettucemode,zhavier,MonoGreen,MonoGreen,,zhavier,normal,forum,,charnel_mouse,
2016-10-30,2016-11-03,CAFS16,6,1,Zejety,EricF,[Finesse]/Discipline/Strength,PPA,,Zejety,normal,forum,,charnel_mouse,
2016-10-30,2016-11-03,CAFS16,6,4,cstick,Mooseknuckles,[Demonology]/Anarchy/Law,[Growth]/Necromancy/Strength,,cstick,forfeit,forum,,charnel_mouse,
2016-11-01,2016-11-03,RACE3,1,3,Bob199,EricF,[Discipline]/Blood/Truth,[Demonology/Necromancy]/Bashing,,EricF,normal,forum,,charnel_mouse,
2016-11-01,2016-11-03,RACE3,1,9,zhavier,EricF,MonoBlack,[Bashing]/Demonology/Necromancy,,EricF,normal,forum,,charnel_mouse,
2016-11-01,2016-11-03,RACE3,1,13,Jude,Hobusu,MonoWhite,MonoRed,,Hobusu,normal,forum,,charnel_mouse,
2016-11-01,2016-11-03,RACE3,1,24,YoungBuck,Castanietzsche,MonoWhite,MonoBlue,,YoungBuck,normal,forum,,charnel_mouse,
2016-11-01,2016-11-03,RACE3,1,28,FrozenStorm,cinder,MonoWhite,MonoWhite,,FrozenStorm,normal,forum,,charnel_mouse,
2016-11-01,2016-11-03,RACE3,1,30,petE,YoungBuck,Miracle Grow,MonoBlack,,petE,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-01,2016-11-03,RACE3,1,33,Legion,Jude,PPA,[Disease]/Growth/Present,,Legion,normal,forum,,charnel_mouse,Link on the tournament thread gives Legion's deck as [Past]/Law/Anarchy instead of [Past]/Peace/Anarchy
2016-11-01,2016-11-04,RACE3,1,26,cstick,Mooseknuckles,[Demonology]/Balance/Fire,[Past]/Balance/Peace,,Mooseknuckles,normal,forum,,charnel_mouse,
2016-11-03,2016-11-05,CAFS16,6,5,FrozenStorm,zhavier,PPA,MonoGreen,,FrozenStorm,normal,forum,,charnel_mouse,
2016-11-02,2016-11-05,RACE3,1,4,Bob199,zhavier,[Discipline]/Blood/Truth,MonoBlack,,zhavier,normal,forum,,charnel_mouse,
2016-11-03,2016-11-05,RACE3,1,5,EricF,Bomber678,[Bashing]/Demonology/Necromancy,[Balance]/Law/Peace,,EricF,normal,forum,,charnel_mouse,
2016-11-01,2016-11-05,RACE3,1,7,zhavier,Bomber678,MonoBlack,[Balance]/Law/Peace,,zhavier,normal,forum,,charnel_mouse,
2016-11-02,2016-11-05,RACE3,1,14,CarpeGuitarrem,cstick,MonoGreen,[Demonology]/Balance/Fire,,cstick,normal,forum,,charnel_mouse,
2016-11-01,2016-11-05,RACE3,1,29,PiHalbe,petE,MonoBlack,Miracle Grow,,petE,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-03,2016-11-05,RACE3,2,3,Bomber678,Legion,[Future]/Blood/Peace,Nightmare,,Legion,normal,forum,,charnel_mouse,
2016-11-03,2016-11-05,RACE3,2,4,Marto,Jude,MonoPurple,[Disease]/Growth/Present,,Marto,normal,forum,,charnel_mouse,A few turns have been overwritten or deleted here
2016-11-03,2016-11-05,RACE3,2,6,cinder,Marto,MonoBlack,MonoRed,,Marto,normal,forum,,charnel_mouse,
2016-11-01,2016-11-06,RACE3,1,10,Marto,zhavier,[Discipline/Strength]/Finesse,MonoBlack,,Marto,normal,forum,,charnel_mouse,
2016-11-02,2016-11-06,RACE3,1,15,Anemone,Jake,MonoBlack,MonoWhite,,Anemone,normal,forum,,charnel_mouse,
2016-11-03,2016-11-06,RACE3,1,16,Hobusu,Anemone,MonoRed,MonoBlack,,Anemone,normal,forum,,charnel_mouse,Link on the tournament thread contains a hash that should be removed
2016-11-03,2016-11-06,RACE3,2,1,Hobusu,Anemone,MonoRed,MonoBlack,,Anemone,normal,forum,,charnel_mouse,
2016-11-03,2016-11-07,RACE3,1,2,Bomber678,Bob199,[Future]/Blood/Peace,[Discipline]/Blood/Truth,,Bomber678,normal,forum,,charnel_mouse,
2016-11-01,2016-11-07,RACE3,1,31,Jake,FrozenStorm,MonoBlack,MonoWhite,,Jake,normal,forum,,charnel_mouse,
2016-11-03,2016-11-07,RACE3,2,9,YoungBuck,EricF,MonoBlack,[Bashing]/Demonology/Necromancy,,YoungBuck,normal,forum,,charnel_mouse,
2016-11-02,2016-11-08,RACE3,1,18,Mooseknuckles,Jadiel,[Past]/Balance/Peace,MonoPurple,,Jadiel,normal,forum,,charnel_mouse,
2016-11-03,2016-11-08,RACE3,2,2,Request,Jude,MonoPurple,MonoWhite,,Jude,normal,forum,,charnel_mouse,
2016-11-04,2016-11-08,RACE3,2,7,petE,Castanietzsche,Miracle Grow,MonoBlue,,petE,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-08,2016-11-08,RACE3,2,12,Mooseknuckles,Legion,[Past]/Balance/Peace,Nightmare,,Mooseknuckles,normal,forum,,charnel_mouse,
2016-11-07,2016-11-08,RACE3,2,19,cstick,PointyFinger,[Demonology]/Balance/Fire,MonoBlack,,PointyFinger,normal,forum,,charnel_mouse,
2016-11-03,2016-11-09,CAFS16,6,2,Castanietzsche,Anemone,MonoBlue,MonoBlack,,Castanietzsche,normal,forum,,charnel_mouse,
2016-10-28,2016-11-09,CAFS16,6,3,Marto,Alhazard,Crashbarrow.dec,Crashbarrow.dec,,Marto,normal,forum,,charnel_mouse,
2016-11-02,2016-11-09,RACE3,1,23,Barrelfish,PiHalbe,[Necromancy]/Blood/Growth,MonoRed,,Barrelfish,normal,forum,,charnel_mouse,
2016-11-07,2016-11-09,RACE3,2,16,Jude,Anemone,[Disease]/Growth/Present,MonoBlack,,Anemone,normal,forum,,charnel_mouse,
2016-11-07,2016-11-09,RACE3,2,17,Marto,Hobusu,MonoBlue,MonoRed,,Marto,normal,forum,,charnel_mouse,
2016-11-08,2016-11-09,RACE3,2,22,YoungBuck,FrozenStorm,MonoBlack,MonoWhite,,YoungBuck,normal,forum,,charnel_mouse,
2016-11-07,2016-11-10,RACE3,2,14,cstick,Jake,[Demonology]/Balance/Fire,MonoWhite,,cstick,normal,forum,,charnel_mouse,
2016-11-07,2016-11-10,RACE3,2,15,Anemone,petE,MonoBlack,Miracle Grow,,Anemone,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-09,2016-11-11,RACE3,2,18,Hobusu,Mooseknuckles,MonoRed,[Past]/Balance/Peace,,Mooseknuckles,normal,forum,,charnel_mouse,
2016-11-07,2016-11-12,CAFS16,7,3,Zejety,Marto,[Finesse]/Discipline/Strength,Crashbarrow.dec,,Marto,normal,forum,,charnel_mouse,
2016-11-07,2016-11-12,RACE3,2,13,PiHalbe,CarpeGuitarrem,MonoBlack,MonoGreen,,PiHalbe,normal,forum,,charnel_mouse,
2016-11-10,2016-11-13,CAFS16,7,4,Castanietzsche,FrozenStorm,MonoBlue,PPA,,FrozenStorm,normal,forum,,charnel_mouse,
2016-11-08,2016-11-13,RACE3,2,21,Jake,zhavier,MonoBlack,MonoBlack,,zhavier,normal,forum,,charnel_mouse,
2016-11-10,2016-11-13,RACE3,3,2,PointyFinger,Barrelfish,MonoBlack,[Necromancy]/Blood/Growth,,PointyFinger,normal,forum,,charnel_mouse,
2016-11-10,2016-11-13,RACE3,3,10,petE,cstick,Miracle Grow,[Demonology]/Balance/Fire,,cstick,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-02,2016-11-14,RACE3,1,17,Jadiel,Momi,MonoPurple,[Demonology]/Strength/Truth,,Jadiel,forfeit,forum,,charnel_mouse,Momi drops
2016-11-01,2016-11-14,RACE3,1,20,Castanietzsche,Barrelfish,MonoBlue,[Necromancy]/Blood/Growth,,Barrelfish,normal,forum,,charnel_mouse,
2016-11-06,2016-11-14,RACE3,1,22,PointyFinger,Lettucemode,MonoGreen,[Disease]/Discipline/Fire,,Lettucemode,normal,forum,,charnel_mouse,
2016-11-11,2016-11-14,RACE3,3,1,Jude,Jake,MonoWhite,MonoBlack,,Jude,normal,forum,,charnel_mouse,
2016-11-10,2016-11-14,RACE3,3,3,Mooseknuckles,Jude,[Past]/Balance/Peace,[Disease]/Growth/Present,,Mooseknuckles,normal,forum,,charnel_mouse,
2016-11-11,2016-11-14,RACE3,3,4,Anemone,Jadiel,MonoBlack,MonoPurple,,Jadiel,forfeit,forum,,charnel_mouse,Anemone drops
2016-11-10,2016-11-14,RACE3,3,7,FrozenStorm,Anemone,MonoWhite,MonoBlack,,FrozenStorm,forfeit,forum,,charnel_mouse,Anemone drops
2016-11-10,2016-11-14,RACE3,3,9,petE,Request,Miracle Grow,MonoPurple,,petE,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-14,2016-11-14,RACE3,3,18,Request,cstick,MonoRed,[Demonology]/Balance/Fire,,cstick,normal,forum,,charnel_mouse,
2016-11-11,2016-11-15,CAFS16,7,2,Anemone,cstick,MonoBlack,[Demonology]/Anarchy/Law,,cstick,timeout,forum,,charnel_mouse,"Anemone drops on Turn 4, counted as timeout in tournament thread"
2016-11-10,2016-11-15,RACE3,3,6,YoungBuck,Jadiel,MonoBlack,MonoPurple,,YoungBuck,normal,forum,,charnel_mouse,
2016-11-14,2016-11-15,RACE3,3,21,Castanietzsche,Jadiel,MonoBlue,MonoPurple,,Castanietzsche,normal,forum,,charnel_mouse,
2016-11-06,2016-11-16,RACE3,2,11,FrozenStorm,Bob199,MonoWhite,[Discipline]/Blood/Truth,,Bob199,normal,forum,,charnel_mouse,
2016-11-15,2016-11-16,RACE3,3,20,petE,Bomber678,Miracle Grow,MonoRed,,Bomber678,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-14,2016-11-16,RACE3,3,24,petE,FrozenStorm,Miracle Grow,MonoWhite,,FrozenStorm,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-15,2016-11-17,RACE3,1,6,Bomber678,Marto,[Feral]/Strength/Truth,[Discipline/Strength]/Finesse,,Marto,normal,forum,,charnel_mouse,
2016-11-02,2016-11-17,RACE3,1,21,Momi,Request,[Feral]/Fire/Future,MonoRed,,Request,forfeit,forum,,charnel_mouse,Momi drops
2016-11-05,2016-11-17,RACE3,2,8,Bob199,YoungBuck,[Discipline]/Blood/Truth,MonoWhite,,Bob199,normal,forum,,charnel_mouse,
2016-11-16,2016-11-17,RACE3,3,28,zhavier,Jadiel,MonoBlack,MonoPurple,,Jadiel,normal,forum,,charnel_mouse,
2016-11-16,2016-11-17,RACE3,4,3,cstick,Castanietzsche,[Demonology]/Balance/Fire,MonoBlue,,Castanietzsche,normal,forum,,charnel_mouse,
2016-11-16,2016-11-17,RACE3,4,5,Bomber678,Request,[Feral]/Strength/Truth,MonoPurple,,Bomber678,normal,forum,,charnel_mouse,
2016-11-16,2016-11-18,CAFS16,8,2,cstick,Zejety,[Demonology]/Anarchy/Law,[Finesse]/Discipline/Strength,,Zejety,normal,forum,,charnel_mouse,
2016-11-03,2016-11-18,RACE3,1,8,EricF,Marto,[Demonology/Necromancy]/Bashing,MonoBlue,,EricF,normal,forum,,charnel_mouse,
2016-11-15,2016-11-18,RACE3,3,11,Marto,cstick,MonoBlue,[Demonology]/Balance/Fire,,cstick,normal,forum,,charnel_mouse,
2016-11-14,2016-11-18,RACE3,3,13,Legion,Jake,Nightmare,MonoWhite,,Legion,normal,forum,,charnel_mouse,
2016-11-14,2016-11-18,RACE3,3,14,Mooseknuckles,FrozenStorm,[Past]/Balance/Peace,MonoWhite,,Mooseknuckles,normal,forum,,charnel_mouse,Some discussion after the game about monocolour tiers
2016-11-14,2016-11-18,RACE3,3,26,EricF,Jake,[Bashing]/Demonology/Necromancy,MonoWhite,,EricF,normal,forum,,charnel_mouse,
2016-11-14,2016-11-18,RACE3,3,27,PiHalbe,zhavier,MonoRed,MonoBlack,,zhavier,normal,forum,,charnel_mouse,
2016-11-16,2016-11-18,RACE3,4,2,FrozenStorm,Jadiel,MonoWhite,MonoPurple,,Jadiel,normal,forum,,charnel_mouse,
2016-11-18,2016-11-18,RACE3,4,10,Request,Jake,MonoRed,MonoWhite,,Request,normal,forum,,charnel_mouse,
2016-11-18,2016-11-18,RACE3,4,12,EricF,cstick,[Bashing]/Demonology/Necromancy,[Demonology]/Balance/Fire,,EricF,normal,forum,,charnel_mouse,
2016-11-14,2016-11-19,RACE3,3,12,PiHalbe,PointyFinger,MonoBlack,MonoBlack,,PointyFinger,normal,forum,,charnel_mouse,
2016-11-14,2016-11-19,RACE3,3,15,Barrelfish,Mooseknuckles,[Necromancy]/Blood/Growth,[Past]/Balance/Peace,,Mooseknuckles,normal,forum,,charnel_mouse,
2016-11-15,2016-11-19,RACE3,3,22,Barrelfish,EricF,[Necromancy]/Blood/Growth,[Demonology/Necromancy]/Bashing,,EricF,normal,forum,,charnel_mouse,
2016-11-17,2016-11-19,RACE3,4,6,Bob199,petE,[Demonology]/Balance/Feral,Miracle Grow,,Bob199,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches; Bob199 requests playing with a different deck, I'll add it to his submitted decks like normal"
2016-11-10,2016-11-20,RACE3,3,8,Marto,PiHalbe,MonoBlue,MonoRed,,Marto,normal,forum,,charnel_mouse,
2016-11-08,2016-11-21,RACE3,2,20,Hobusu,EricF,MonoGreen,[Demonology/Necromancy]/Bashing,,EricF,normal,forum,,charnel_mouse,
2016-11-15,2016-11-21,RACE3,3,25,Bomber678,Jude,[Future]/Blood/Peace,MonoWhite,,Bomber678,normal,forum,,charnel_mouse,
2016-11-18,2016-11-21,RACE3,4,4,Marto,petE,[Discipline/Strength]/Finesse,Miracle Grow,,Marto,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-17,2016-11-21,RACE3,4,7,Jadiel,Request,MonoPurple,MonoPurple,,Jadiel,normal,forum,,charnel_mouse,
2016-11-18,2016-11-21,RACE3,4,11,YoungBuck,Legion,MonoWhite,Nightmare,,YoungBuck,normal,forum,,charnel_mouse,
2016-11-10,2016-11-22,CAFS16,7,1,EricF,Alhazard,PPA,Crashbarrow.dec,,EricF,normal,forum,,charnel_mouse,
2016-11-14,2016-11-23,RACE3,3,19,Jude,CarpeGuitarrem,[Disease]/Growth/Present,MonoGreen,,CarpeGuitarrem,normal,forum,,charnel_mouse,
2016-11-16,2016-11-23,RACE3,4,1,PointyFinger,YoungBuck,MonoBlack,MonoBlack,,PointyFinger,normal,forum,,charnel_mouse,
2016-11-18,2016-11-23,RACE3,4,8,zhavier,FrozenStorm,MonoBlack,MonoWhite,,zhavier,normal,forum,,charnel_mouse,
2016-11-18,2016-11-23,RACE3,4,9,Jake,Jadiel,MonoBlack,MonoPurple,,Jadiel,normal,forum,,charnel_mouse,
2016-11-23,2016-11-23,RACE3,5,3,PointyFinger,Request,MonoGreen,MonoPurple,,Request,normal,forum,,charnel_mouse,
2016-11-22,2016-11-23,RACE3,5,6,cstick,Jadiel,[Demonology]/Balance/Fire,MonoPurple,,cstick,normal,forum,,charnel_mouse,
2016-11-22,2016-11-23,RACE3,5,9,Jude,petE,[Disease]/Growth/Present,Miracle Grow,,petE,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-22,2016-11-23,RACE3,5,10,cstick,zhavier,[Demonology]/Balance/Fire,MonoBlack,,cstick,normal,forum,,charnel_mouse,
2016-11-23,2016-11-24,RACE3,5,12,PointyFinger,Jadiel,MonoGreen,MonoPurple,,Jadiel,normal,forum,,charnel_mouse,
2016-11-23,2016-11-25,RACE3,5,16,petE,Jake,Miracle Grow,MonoBlack,,petE,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-02,2016-11-27,RACE3,1,11,jasonwocky,Ryjak,[Demonology/Necromancy]/Anarchy,MonoPurple,,jasonwocky,forfeit,forum,,charnel_mouse,Ryjak drops
2016-11-03,2016-11-27,RACE3,1,19,Ryjak,CarpeGuitarrem,MonoPurple,MonoGreen,,CarpeGuitarrem,forfeit,forum,,charnel_mouse,Ryjak drops
2016-11-22,2016-11-27,RACE3,5,1,Jake,YoungBuck,MonoWhite,MonoWhite,,Jake,normal,forum,,charnel_mouse,
2016-11-23,2016-11-27,RACE3,5,13,YoungBuck,cstick,MonoWhite,[Demonology]/Balance/Fire,,cstick,normal,forum,,charnel_mouse,
2016-11-23,2016-11-27,RACE3,5,14,FrozenStorm,Bomber678,MonoWhite,[Balance]/Law/Peace,,FrozenStorm,normal,forum,,charnel_mouse,
2016-11-24,2016-11-27,RACE3,5,18,zhavier,petE,MonoBlack,Miracle Grow,,petE,forfeit,forum,,charnel_mouse,"Marked as forfeit since PetE was playing incorrectly at this point in time, see notes on his CAWS16 matches"
2016-11-24,2016-11-29,CAFS16,9,2,cstick,EricF,[Demonology]/Anarchy/Law,PPA,,EricF,normal,forum,,charnel_mouse,
2016-11-21,2016-11-29,RACE3,5,2,Castanietzsche,PiHalbe,MonoBlue,MonoRed,,PiHalbe,normal,forum,,charnel_mouse,
2016-11-22,2016-11-29,RACE3,5,5,Jude,PiHalbe,MonoWhite,MonoBlack,,Jude,normal,forum,,charnel_mouse,Rare footage of someone winning after playing Jade Fox
2016-11-22,2016-11-29,RACE3,5,11,Request,Bob199,MonoRed,[Discipline]/Blood/Truth,,Bob199,normal,forum,,charnel_mouse,
2016-11-23,2016-11-29,RACE3,5,15,zhavier,Castanietzsche,MonoBlack,MonoBlue,,Castanietzsche,normal,forum,,charnel_mouse,
2016-11-23,2016-11-30,RACE3,5,17,Jadiel,Marto,MonoPurple,MonoPurple,,Marto,normal,forum,,charnel_mouse,
2016-11-01,2016-12-01,RACE3,1,12,snoc,jasonwocky,MonoGreen,[Demonology/Necromancy]/Anarchy,,jasonwocky,timeout,forum,,charnel_mouse,
2016-11-05,2016-12-01,RACE3,1,27,Lettucemode,snoc,[Disease]/Discipline/Fire,MonoWhite,,Lettucemode,timeout,forum,,charnel_mouse,
2016-11-03,2016-12-01,RACE3,2,5,Legion,Bob199,Nightmare,[Discipline]/Blood/Truth,,Legion,forfeit,forum,,charnel_mouse,"Bob didn't drop, but this match isn't counted on EricF's sheet, so I'm marking it as a forfeit"
